HCF,OBSERVACAO
41875,árvore 5 m. Fruto imaturo verde. Capão.
41876,árvore. Flor creme. Floresta Atlântica.
41877,árvore 8 m. Flor creme.
41878,"árvore heliófita, ca. 29 m de altura e CAP de 133,8 cm. Folhas verdes, com pilosidade ferrugínea na face abaxial. Flores de cálice verde e corola alva (Unidade Amostral 022, Subunidade 9, Plaqueta 81). Solo argiloso."
41879,"árvore 2 m, flores verdes e castanhas, heliófita."
41880,"árvore semi-ciófila ca. 6 m de altura e 30,2 cm de CAP. Solo argiloso. Frutos caídos no solo (Unidade Amostral 63, Subunidade 5, Plaqueta 18."
41881,erva cespitosa emmeio a solo arenoso do leito do rio seco. Planície de inundação.
41882,"erva cespitosa, em populações densas, no alto do cerro. Campo rupestre com solo úmido."
41883,"arvoreta ca. 3 m, em local ensolarado. Flores brancas e perfumadas."
41884,"herbácea, até 15 cm. Flores róseas, heliófita, gramado úmido. Área antropizada."
41885,"arbusto 3 m. Flores brancas. Frutos secos castanhos, margem da estrada, heliófita."
41886,"arvoreta, 2 m. Frutos negros, lustrosos, ciófita, margem da floresta."
41887,"em fendas nas rochas, abrigado do sol e da chuva."
41888,"árvore de carca de 8 m de altura, em local aberto. Flores amarelas com pétals central roxas."
41889,arvoreta cultivada na arborização urbana.
41890," "
41891,arbusto 3 m. Flores cremes.
41892,"arbusto ca. 1,5 m. Flores amarelas, cálice verde. Interior da mata."
41893,restinga arbórea. Trepadeira heliófita. Flores brancas com odor desagradável e doce.
41894,"restinga herbáceo-arbustiva. Arbusto 1,2 m, capítulos brancos, heliófita, reverso da duna."
41895,"árvore ca. 5 m. Botões brancos, heliófita, entre o cordão e o intercordão. Restinga arbustivo-arbórea."
41896,árvore de até 10 m de altura. Manguezal no interior da baía.
41897,árvore de cerca de 12 m de altura. Flores amarelas e frutos que variam do vermelho ao rosa. Cultivada. Arborização urbana.
41898,rupícola na Gruta do Leão. Inflorescências esverdedas.
41899,"restinga arbórea. Epífita, caule e espigas verdes, ereta, ciófila. Em galho caído."
41900,árvore de mis de 109 m de altura. Borda da mata.
41901,epífita de flores brancas. Restinga alta.
41902,"arbusto. Flores brancas. Plnta odorífera até 1,6 m de altura, heliófita. Restinga arbustiva."
41903,árvore de cerca de 8 m de altura na borda da mata.
41904,"arbusto de cerca de 2 m de altura, borda da trilha."
41905,"arbusto de cerca de 70 cm, em área alterada. Flores branco-esverdeadas."
41906,"árvore, 5 m. Frutos castanho-escuros, heliófita."
41907,árvore de 7 m. Flores cremes.
41908,erva de 1 m. Capítulos amrelos.
41909,herbácea em subosque alterado.
41910,"arbusto, 2 m, fruto avermelhado. Matinha nebular."
41911,"arbórea ca. 3-7 m. Caule verde. Folhas verdes na face adaxial e verde-alvacentas na abaxial. Flores com sépalas verde-alvacentas, pétlas vináceas, estames amarelos. Estilete alvo com ápice/estigma esverdedo. Na borda da floresta."
41912,"herbácea, 80 cm, flores róseas, interior da mata."
41913,"trepadeira, flores alvas, frutos vermelhos, interior da mata."
41914,"árvore 6 m, látex alvo. Flor creme esverdeada. Mata pluvial das margens do rio."
41915,"arbusto 1,8 m, frutos vermelhos, interior da mata."
41916,"herbácea, 30 cm, espigueta verde, interior da mata."
41917,"herbácea, 50 cm, flores alvas, interior da mata."
41918,"herbácea, 1 m, espiguetas verdes, interior da mata. Prensada com álcool."
42627,cespitosa. Interior da encosta atlântica da Serra do Mar.
41919,"sublenhosa, 80 cm, espiga alvacenta. Mata secundária."
41920,"herbácea terrícola, sol pleno, em gramado. Área antropizada."
41921,"árvore de 8 m de altura, no intercordão."
41922,"epífita, flor branca com algumas listras roxas no labelo. Coletada em II/2024."
41923,epífita. Coletada em III/2023.
41924,epífita. Coletada em XI/2023
41925,epífita. Coleta em XI/2023.
41926,epífita. Coletada em XI/2023
41927,Coletada em III/2023.
41928,"epífita, brácteas e sépalas rosas, pétalas azuis. Coletada em XI/2023"
41929,"erva em subosque, mata em bom estado de conservação."
41930,"arbusto em meia sombra, flores alvas a levemente roxeadas. Coletada em III/2023."
41931,erva prostrada no interior de floresta. Flores alvo-azuladas.
41932,liana na floresta ripária do rio Tibagi. Flores bordô com interior amarelado.
41933,"epífita, flor vermelha/vinho, especilmente a porção distal das pétalas e sépalas. Coletada em XI/2023"
41934,"arbusto de 4 m de altura, na borda do mangue, frutos verde-amarelados."
41935,"herbácea, terrícola, heliófita. Flores amarelas em campo úmido. Área frontal do parque."
41936,"arbusto 1,2 m. Flores brancas, planta aromática, heliófita. Cultivada. Área frontal do parque."
41937,"árvore de casca lisa clara, esfoliante. Baga imatura verde (Projeto: Composição Florística das espécies lenhosas das parcelas permanentes do Refúgio Biológico Bela Vista)."
41938,"herbácea, até 80 cm, capítulos verdes, heliófita. Na margem da estrada. Em frente ao parque."
41939,"árvore, 7 m. Flores beges, heliófita."
41940,"árvore, 5 m. Flores verde-claras com meio das tépalas avermelhado, heliófita. Borda da floresta."
41941,"terrícola, caule ereto, ciófila. Ápice radicante, próximo de cachoeira."
41942,"árvore, 6 m, heliófita. Inflorescência verde. Área frontal do parque."
41943,"árvore, 5 m. Flores brancas aromáticas, heliófita. Frente do parque."
41944,"herbácea, terrícola, ciófila, na trilha. Flores roxas. Área frontal do Parque."
41945,"arbusto trepador apoiante. Flores roxas, estames amarelos, heliófita, 2 m. Margem do rio."
41946,"árvore 6 m, heliófita, margem da floresta. Frutos imaturos verde a amarelados e os maduros negros."
41947,"herbácea, escandente. Flor branca, ciófila."
41948,"hemiparasita, epífita, heliófita. Frutos verdes."
41949,"epífita, ciófila, interior de floresta."
41950,"terrícola, herbácea, perto de riacho, ciófila, interior de floresta. Flores brancas."
41951,"terrícola, ciófila, gemas presentes."
41952,"epífita, ciófila, interior de floresta. Restinga arbórea."
41953,"trepadeira ciófila, frutos avermelhados, sementes com arilo esbranquiçado. Restinga alta."
41954," "
41955,"herbácea, terrícola, heliófita. Espiguetas verdes, caule cespitoso."
41956,"árvore, 8 m, frutos imaturos verdes, globosos e no caule. Flores brancas."
41957,arbusto escandente. Flores brancas. Área antropizada.
41958,"arbusto ereto, 40 cm. Flores roxas. Área antropizada."
41959,"rupícola na floresta ripária do Rio Iapó, parcialmente exposta ao sol."
41962,"terrícola no interior de floresta, próximo à curso d'água. Espigas alvas."
41963,"arbusto no interior da floresta, ca. 1,5 m. Espigas verdes."
41964,rupícola no interior de floresta. Frutos nigrescentes.
41965,"rupícola em ilha, no leito do rio Tibagi, próximo à PCH Getúlio Vargas."
41966,"arbusto 1,5 m. Flores amarelas, heliófito. Restinga arbustiva."
41967,"erva até árvore, 0,5 a 6 m. Caule e folhas verdes. Folhas discolores. Flores com sépalas verdes, pétalas verdes com mácula castanha. estames alvos."
41968,erva rupícola e saxícola. Folhas verdes discolores. Inflorescência vinácea. Mata Atlântica. Floresta Estacional.
41969,"liana. Caul e e folhas verdes. Folhas discolores. Flores alvas com androginóforo vinoso. Frutos globosos, verdes. Mata Atlântica/Cerrado."
41970,"arbórea ca. 5 m. Folhas verdes, discolores. Frutos imaturos verde-claros."
41971,"folhas com face abaxial discolor-ferrugínea, pedúnculo da inflorescência amarronzado. Frutos imaturos verdes. Altura: 4 m."
41972,"arbusto ca. 2 m, ambiente aberto e úmido. caule e folhas verdes. Flores verde-amareladas."
41973,epífita. Mata Atlãntica. Floresta Ombrófila Densa.
41974,arbórea ca. 12 m. Flores alvacentas. Mata Atlântica.
41975,"Arbusto, ca. 1,7 m. Fruto verde. Floresta de Tabuleiro."
41976,"erva epífita, na base do tronco. Mata Atlântica."
41977,"erva ca. 2,5 m, em borda de floresta. Caule cormoso castanho, fusiforme a lanceoloide. Folhas com pecíolo e bainha vinosos, limbo verde discolor. Inflorescência com espata verde alvacenta, finamente estriada de vinoso externamente, face interna com lâmina alva, tubo vinoso escuro. Espádice com zona feminina amarela, zona masculina vinosa. Látex alvo-leitoso. Mata Atlântica. Floresta Ombrófila Densa."
41978,"arbusto ca. 3 m, em borda. Caule verde acastanhado. Folhas verdes, discolores. Flores com cálice castanho esverdeado, corola rósea com nervuras levemente mais escuras, estames amarelos. Mata Atlântica."
41979,epífita pendente. Caule alvacento. Folhas verdes. esporângios amarelos. Mata Atlântica.
41980,erva humícola no subosque. Folhas verde-pálidas com centro mais escuro. Inflorescência verde. Mata Atlântica.
41981,"arbusto ca. 2 m, em borda. Caule e folhas verdes. Folhas discolores. Flores com cálice verde, corola rosa e estames amarelos. Mata Atlântica."
41982,"arbórea ca. 5 m. Caule castanho. Folhas verdes, discolores. Flores alvacentas. Mata Atlântica/Cerrado."
41983,"arbusto ca. 70 cm, local aberto e úmido. Caule verde com tricomas avermelhados. Folhas verdes. Flores róseo-escuras. Anteras amarelo-claras."
41984,"arbórea 4 m. Caule castanho. Folhas verdes, discolores. Flores alvas. Mata Atlântica/Cerrado."
41985,"arbórea ca. 4 m. Tronco liso, castanho. Folha sverdes, discolores. Frutos imaturos verdes. Mata Atlântica/ Cerrado."
41986,"arbórea ca. 10 m. Folhas verde-escuras, discolores, brilhantes. Flores alvacentas. Mata Atlântica."
41987,epífita. Folhas verdes. Flores verde-claras com labelo alvo. Mata Atlântica. Floresta Estacional.
41988,liana. Folhas verdes com face abaxial glauca. Frutos imaturos acastanhados. Mata Atlântica.
41989,"árvore ca. 35 m. Frutos verdes. Casca lisa e tronco internamente avermelhado. Floresta de Tabuleiro (Disciplina de Taxonmia de Campo-UFPR, UFSB, JBRJ, ICMBio, UNICAMP & ESALQ)."
41990,"trepadeira coletada no dossel, cálice creme-esverdeado, corola amarelada. Floresta de Tabuleiro (Disciplina Taxonomia de Campo: UFPR, UFSB, JBRJ, ICMBio, UNICAMP & ESALQ)."
41991,"arbusto ca. 1,5 m, sobre rocha, no subosque. Caule verde. Folhas verdes com face abaxial avermelhada. Frutos imaturos verdes."
41992,"epífita. Folhas carnosas, verdes. Flores alvas com centro do labelo amarelado."
41993,erva rupícola e saxícola. Folhas verdes. Flores amarelas pintalgadas de castanho. Mata Atlântica. Floresta Estacional.
41994,"arbórea ca. 6 m. Folhas verdes, fortemente discolores. Frutos imaturos e maduros verdes, finamente pintalgados/rajados de vinoso. Sementes negras. Mata Atlântica."
41995,"arbórea ca. 10 m, isolada. Caule castanho claro, tronco em finas placas algo descamantes. Folhas verdes. Botões florais verde-claros. Flores alvas. Mata Atlântica."
41996,"arbusto ca. 2,5 m, subosque. Caule e folhas verdes. Tronco ereto com ramos laterais parentes. Ramos e folhas verde-claras. Folhas discolores. Inflorescências campanuladas. Flores verde-claras alvacentas, estames vinosos pálidos, se tornando amarelados pálidos na senescência. Mata Atlântica."
41997,"arbusto ca. 3,5 m, no subosque. Folhas verdes. Botões florais alvos. Mata Atlântica."
41998,"erva aquática submersa, verde. Inflorescência aérea verde com flores amarelas. Mata Atlântica."
41999,"arbusto ca. 2 m, no subosque. caule e folhas verdes. Folhas lustrosas, discolores. Flores alvas com anteras amarelo-claras. Mata Atlântica."
42000,"liana na copa da floresta, ca 15-20 m do solo. Flores colhidas no chão. Caule castanho à verde. Flores externamente verde-claras, com estigma alvo-vinoso. Estames verde-claros com anteras amareladas. Mata Atlântica."
42001,"erva terrícola em local paludoso, aberto. Planta verde. Abundante. Mata Atlântica."
42002,"arbusto ca. 1 m, ramos eretos. Folhas verdes, discolores. Flores alvas com anteras amarelas. Mata Atlântica."
42003,"erva epífita, em local sombreado do tronco. Folhas pendentes. Mata Atlântica."
42004,"erva ereta, em local aberto. caule e folhas verde-claras. Flores verde-claras com pétalas e labelos alvos. Mata Atlântica/Cerrado."
42005,"árvore de flores com pétalas e estames brancos. Frutos imaturos verdes ao amadurecer, com ápice avermelhado. Floresta Antropizada. Mata Atlântica."
42006,arbórea ca. 10 m. Ramos verdes com tricomas acastanhados. Frutos imaturos verdes.
42007,subarbusto. Folhas verdes discolores. Flores amarelas. Mata Atlântica.
42008,"arvoreta ca. 3 m, no estrato inferior da floresta. Folhas verdes, discolores. Flores alvacentas. Mata Atlântica."
42009,"arbórea ca. 10 m. Tronco liso, castanho-avermelhdo. Folhas verdes, discolores. Frutos imaturos verdes, se tornando amarelo-alaranjados e mais avermelhado-pálidos quando maduros. Mata Atlântica."
42010,"arbórea ca. 8 m. Caule castanho. Folhas verdes, discolores. Frutos imaturos verdes em forma de disco rombóide. Mata Atlântica."
42011,erva em borda de mata. Corola rosada.
42012,arbórea (Projeto: Lamiales Parque Nacional do Iguaçu).
42013,arbórea. Flores estaminadas (Projeto: Lamiales Parque Nacional do Iguaçu).
42014,arbóreo. Floresta secundária. Arilo negro e casca laranja-avermelhado. (Projeto: Flora lenhosa das áreas de Florestas Secundárias e de Reflorestamento do Refúgio Biológivo Bela Vista). Parcela A2F1.
42015,erva. Coletada em 2019 (Projeto: Lamiales Parque Nacional do Iguaçu).
42016,arbórea em reflorestamento  (Projeto: Flora lenhosa das áreas de Florestas Secundárias e de Reflorestamento do Refúgio Biológivo Bela Vista). Parcela A2R2.
42017,arbusto. Flor branca. Jardim cultivado (projeto: Disciplina Diversidade de Angiospermas).
42018,liana. Flor amarela. Borda de remanescente de Floresta Estacional Semidecidual (Disciplina Diversidade de Angiospermas 2018 - Flora Urbana).
42019,árvore com frutos amarelos em floresta secundária. (Projeto: Flora lenhosa das áreas de Florestas Secundárias e de Reflorestamento do Refúgio Biológivo Bela Vista). Parcela A5F1.
42020,"trepadeira, corola branca, bilabiada. Fruto verde com cheiro de cravo (Projeto Lamiales do Parque Nacional do Iguaçu)."
42021,erva (Projeto: Lamiales Parque Nacional do Iguaçu).
42022,arbórea. (Projeto Lamiales Parque Nacional do Iguaçu)
42023,erva. Na borda. (Projeto: Lamiales Parque Nacional do Iguaçu).
42073,liana. Flor branca e frutos verdes. Apícola  (Disciplina Diversidade de Angiospermas 2022).
42024,arbórea. Flores rosadas. Fruto seco castanho (Projeto: Lamiales Parque Nacional do Iguaçu).
42025,"arbórea. Heliófita. Flores imaturas, poucas maduras (Flora de Sapindales del Bosque Atlantico de Alto Paraná (BAAP))."
42026,arbórea. Borda de bosque. Flor branca (Disciplina Diversidade de Angiospermas 2018 - Flora Urbana).
42027,arbusto cultivado em jardim. Flor branca com brácteas de cor púrpura (Disciplina Diversidade de Angiospermas 2018-Flora Urbana).
42028,liana em jardim cultivado. Flor branca e brácteas rosas (Disciplina Diversidade de Angiospermas 2018 - Flora Urbana).
42029,árvore. Flor branca e fruto amarelo. Remanescente de floresta (Disciplina Dversidade de Angiospermas 2018-Flora Urbana).
42030,arbustivo cultivado em jardim. Flores rosas (Disciplina Diversidade de Angiospermas 2018-Flora Urbana).
42031,liana. Flor lilás e fruto verde. Em borda de remanescente florestal.
42032,arbusto de flor violeta. Em jardim cultivado (Disciplina Diversidade de Angiospermas 2018- Flora Urbana).
42033,"herbácea, flor amarela. Em terreno baldio (Disciplina Diversidade de Angiospermas 2018 - Flora Urbana)"
42035,arbusto. Flor vinácea. Borda de mata (Disciplina Diversidade de Angiospermas 2018-Flora Urbana).
42036,arbustivo. Flor rosa com fruto marrom (Disciplina de Angiospermas 2018-Flora Urbana).
42037,"subarbusto ca. 120 cm, terrícola (Projeto: Flora Melitófita)"
42038,"herbácea ca. 15 cm, terrícola (Projeto: Flora Melitófita)."
42039,arbusto em bordo de Mata Estacional.
42040,"erva ereta, em trilha da subida da Tajuva."
42041,Campo alterado.
42042,trepadeira com estípulas espinecentes na parte basal do caule. Fruto sâmara imatura verde e madura marrom (Flora de Sapindales del BAAP).
42043,"erva ca. 36 cm, terrícola (Projeto: Flora Melitófila)"
42044,"subarbusto, ca. 1,2 m de altura, folhas membranáceas, discolores. Flores com brácteas verdes, cálice verde e corola vermelho-alaranjada. Lobos da corola amarelados."
42045,erva ruderal formando extensas populações ao longo das margens dos plantios e pastagens. A partir deste ponto ao sul.
42046,"borda da represa, curva próxima a floresta das exóticas."
42047,árvore. Flores brancas (Bioprospecção e determinação estrutural de substâncias obtidas de espécies do Oeste do Paraná).
42048,"liana, ca. 2 m, folhas membranáceas, verdes, discolores. Cálice verde com pedúnculo e glândulas rosados. Corola rosada com uma pétala diferenciada com base verde, estames amarelos. Fruto esverdeado com margem rosda."
42050,arbusto ca. 2 m de altura. Fruto anguloso indeiscente. Folhas paripinadas. Folíolos mais ou menos rígidos. Área úmida do Pantanal.
42051,"árvore ca. 3-4 m de altura, em campo inundável. Pantanal."
42052,arvoreta ca. 2 m de altura. Flor creme-esverdeada. Fruto maduro acastanhado. Mata Mesófila (Projeto CNPq 520850-99-8).
42053,ervade flor vermelho-amarronzada. Fruto verde (imaturo) e esbranquiçado (maduro) (Disciplina Diversidade de Angiospermas 2022).
42054,arbusto de flor amarela (Disciplina Prática com Angiospermas 2022).
42056,"arvoreta, ca. 3,5 m. Flores diminutas de cor creme (TCC: Flora do Horto Municipal)."
42057,subarbusto. Flor amarela (Disciplina Prática com Angiospermas 2022).
42058,árvore. Fruto verde. Borda de floresta.
42059,"árvore. Caule oco, faz associação com formigas: fruto cinza. (Disciplina Diversidade de Angiospermas 2022)."
42060,trepadeira. Flor e frutos brancos (Disciplina Diversidade de Angiospermas 2022).
42061,"subarbusto, 50 cm, flor rosada. Borda de floresta (Disciplina Diversidade de Angiospermas 2022)."
42062,trepadeira com inflorescência branca e fruto branco. Encontrada na margem da estrada (Disciplina de Diversidade de Angiospermas 2022).
42063,subarbusto 30 cm. Flor amarela. Fruto esverdeado (Disciplina Diversidade de Angiospermas 2022).
42064,subarbusto ca. 30 cm. Flor vermelho/alaranjada (Disciplina Diversidade de Angiospermas 2022).
42065,arbórea. Flores creme-esverdeadas (Projeto: Lamiales Parque Nacional do Iguaçu).
42066,subarbusto 30 cm. Flor amarela (Disciplina Diversidade de Angiospermas 2022).
42067,árvore 4 m. Presença de formigas e maria-fedida Nezara viridula. Borda de floresta (Disciplina Diversidade de Angiospermas 2022).
42068,"árvore 6 m. Presença de látex, fruto marrom. Regeneração Florestal (Disciplina Diversidade de Angiospermas 2022). Borda de floresta."
42069,"arbusto ca. 2,5 m. Frutos imaturos verdes. (TCC: Flora do Horto Municipal)."
42070,"árvore ca. 5 m, de flores rosas. Presença de abelhas (TCC: Flora do Horto Municipal)."
42074,árvore em borda de floresta. Tricomas presentes no caule e no fruto.
42075,"erva. Flor orxa, fruto dourado (Disciplina Diversidade de Angiospermas 2022)."
42076,trepadeira sobre goiabeira. Frutos pretos (Disciplina Diversidade de Angiospermas 2022).
42077,subarbusto 60 cm. Flor roxa/branca. Foi observada a presença de borboleta (Lepidoptera) nas flores (Disciplina Diversidade de Angiospermas 2022).
42078,subarbusto 20 cm. Presença de fungos nas folhas. Flor lilás/roxa. Fruto marrom (Disciplina Diversidade de Angiospermas 2022).
42079,"arvoreta entre as rochas da subida do morro, ca. 4 m. Ramos castanhos. Folhas verdes discolores. Frutos imaturos verdes e os maduros avermelhados. Mata Atlântica."
42080,"árvore grande, flores brancas., procedência cálice esverdeado claro."
42081,"erva ruderal, ca. 1 m. Cálice verde, corola branca, crescendo em gramado formando grandes populações em várias areas."
42082,"arbórea de 3 a 5 m, em borda. Caule e folhas verdes. Folhas discolores. Frutos imaturos verde-claros, brilhantes."
42083,"arbusto ca. 1,5 m, no subosque. Caule e folhas verdes. Folhas discolores. Frutos imaturos verdes, maduros vermelhos. Mata Atlântica."
42084,arvoreta ca. 3 m. Cerrado.
42085,arvoreta ca. 4 m. Folhas verdes discolores. Flores verde-amareladas. Mata Atlântica.
42086,pequeno fragmento de Campo Limpo (Campos de Curitiba) ao longo da ferrovia. Erva em local úmido. Folhas verdes. Inflorescências vinosas escuras.
42087,pequeno fragmento de Campo Limpo (Campos de Curitiba) ao longo da ferrovia. Erva com caule castanho. Folhas verdes. Flores alvas. Mata Atlântica.
42088,"subarbusto ca. 30 cm, presença de látex. Flor marrom avermelhada. Borda de floresta (Disciplina Diversidade de Angiospermas 2022)."
42089,subarbusto 20 cm. Flor lilás. (Disciplina Diversidade de Angiospermas 2022).
42090,"arbusto ramificado, ca. 50 cm, globoso. Folhas verdes, as secas persistentes, paleáceas. Flores com ovário verde, tépalas lilases claras, filetes e estiletes alvos, anteras e estigma amarelos."
42091,"arbusto ca. 1 m, em afloramento rochoso. Caule castanho. Folhas verdes, discolores. Flores com tubo avermelhado, lacíneas lilases escuras."
42092,arbusto em local ensolarado. Frutos alaranjados.
42093,"planta semi-pendengte, arqueada, nos paredões de quartzitos das encostas mais secas e ensolaradas, acima de 1200 m longe do alcance dos bois. Flores avermelhadas (chegando para a cor de vinho)."
42094,"subarbusto hemiparasítico com flores alvacentas, à margem de mata ciliar em área com predominância de campo rupestre."
42095,Folhas verdes com flores amarelas e presença de uma solução de mucilagem acumulada na base da flor.
42096,"árvore ca. 15 m de alt. Flores com sépalas esverdeadas, pétalas amareladas, estames idem, estigma amarelo. Ovário externamente esverdeado. Flores perfumadas, atraindo vários insetos (abelhas, besouros, borboletas, etc.) Número de tombgo no GUA 49784."
42097,"árvore com aproximadamente 4 m de altura, com flores creme em campo rupestre. Altitude e coordenadas geográficas aproximadas."
42098,"na encosta da montanha, em lugares frescos. Flores em botão. Folhas velhas persistentes, castanho-claras. Pendão floral achatado. A planta alcança quase 1 m."
42099,"subarbusto aquático, emergente. Abundante. Flor amarela. Fruto marrom. Presença de galhas no caule. Flores amarelo-claras ou escuras. Em área inundada de Vereda de Buriti. Solo argiloso."
42100,"erva em borda de trilha, solo úmido. Caule vermelho. Folhas verdes, discolores. Flores com o ovário verde-claro. Sépalas e pétalas alvas, estames e pistilos amarelos. Mata Atlântica."
42101,"arbusto ca. 1 m. Folhas verdes. Flores róseas vívidas, com anteras amarelas."
42102,"erva prostrada. Lâmina discolor. Cálice verde. Vexilo verde, ala roxa enegrecida. Fruto imaturo verde."
42103,árvore ca. 15 m alt. Flores brancas.
42106,"arbusto ca. 1,5 m altura. Flor amarela. Fruto imaturo verde, maduro castanho. Usos: UPCB0040216."
42104,"árvore ca. 3 m alt. F,lo rosada. Fruto imaturo verde."
42107,arbórea ca. 10 m. Caule castanho. Folhas verdes. Frutos imaturos verde-claros.
42108,"erva ereta, em ambiente aberto. Caule e folhas verdes. Flores verde-claras com pétalas e labelos alvos."
42109,"arbórea ca. 8 m. Caule castanho. Folhas verdes, discolores. Frutos imaturos verdes."
42110,arvoreta de aproximadamente 3-4 m de altura. Flores creme. Interior do capão.
42111,arbusto de flores creme.
42112,"arbusto, 2 m de altura. Flores brancas. Frutos verdes (rosa, imaturo laranja), maduro (preto acobreado). Mata de Galeria."
42113,arbusto 1 m. Bo'ões florais vermelhos. Topo do morro.
42114,"arbusto 2,30 m alt Flores com cálice vináceo e corola branca - 1,3 cm x 8 mm L."
42115,"arvoreta 2,5 m. Botões florais verdes. Beira da trilha."
42116,"subarbusto ca. 50 cm, corola violácea com máculas mais escuras no lábio inferior. Cultivada na UFPR."
42117,"subarbusto 50 cm, de caule avermelhado. Flor amarela. Fruto verde-avermelhado (Disciplina Diversidade de Angiospermas 2022)."
42118,subarbusto rasteiro. Flor lilás e fruto marrom. Folhas predadas possivelmente por herbivoria (Disciplina Diversidade de Angiospermas 2022).
42119,"subarbusto 1,5 m. Flor creme. Fruto marrom. Besouros e formigas nas folhas. (Disciplina Diversidade de Angiospermas 2022)."
42120,arbusto ca. 2 m. Folhas verdes discolores. Flores com cálice verde e corola alva. Floresta Ombrófila Mista. Mata Atlântica.
42121,"arvoreta jovem, ca. 2,5 m, isolada em pastagem. Ramos castanhos. Folhas verdes discolores. Flores passadas verdes. Mata Atlântica."
42122,"arbórea ca. 5 m. Tronco liso, em tons de verde (semelhante ao tronco de uma Eugenia involucrata). Folhas verde-claras, discolores. Flores alvas. Floresta Ombrófila Mista. Mata Atlântica."
42123,"pequeno fragmento de Campo Limpo (Campos de Curitiba) ao longo da ferrovia. Erva verde-clara. Inflorescência ereta, vinosa-escura. Flores vinosas mais claras. Mata Atlântica."
42124,epífita. Arbusto ca. 2 m. Caule castanho. Folhas verdes discolores. Flores com cálice verde e corola verde-amarelada. Mata Atlântica.
42125,"arbórea ca. 10 m. Caule castanho. Folhas verdes, discolores. Frutos jovens amarelos. Mata Atlântica."
42126,"arbusto ca. 5 m, em borda. Caule castanho. Folhas verdes, discolores. Flores com cálice verde-acastanhado, corola rósea. Frutos verdes. Mata Atlântica."
42127,"arbórea, terrícola (Projeto: Flora Melitófila)."
42128,"arbórea, ca. 5 m. Terrícola (Projeto Flora Melitófila)."
42129,arbusto terrícola (Projeto Flora Melitófila).
42130,"pequeno fragmento de Campo Limpo (Campos de Curitiba) ao longo da ferrovia. Erva verde, estolonífera, reptante. Folhas verdes discolores. Flores amarelas."
42131,"terrícola em barranco de estrada, em área alterada, relativamente sombreada, em borda de floresta ripária sobre canga ferruginosa."
42132,"árvore ca. 7 m. Folhas com face abaxial discolor. Ápice do fruto com coloração rosada, fruto imaturo verde e maduro arroxeado. Floresta Antropizada. Mata Atlântica."
42133,"arbusto ca. 1,2 m, subosque. Folhas verdes, discolores. Flores vermelho-alaranjadas. Anteras azuis acinzentadas. Mata Atlântica."
42134,"arbusto ca. 1,3 m, no subosque. Folhas verdes. Flores alvacentas. Frutos esverdeados. Mata Atlântica."
42135,"erva verde clara. Flores lilases-claras, com estrias finamente mais escuras."
42136,arbusto ca. 60 cm. Caule alado verde. Folhas verdes discolores. Flores alvas com anteras amarelas.
42137,"arbusto ca. 70 cm, no subosque. Caule e folhas verde-claras. Folhas discolores. Flores alvas com anteras amarelo-claras."
42138,arbusto terrestre. Flores com pétalas esverdeadas e fruto piloso esverdeado (Projeto MIchelin-M025).
42139,"arbusto. Inflorescência ferrugínea, folha verde na face adaxial verde e ferrugínea na face abaxial (Projeto MIchelin-M031)."
42140,"arbusto com 0,8 m de altura e tricomas jovens rosados. Flores com pétalas alvas e estames brancos. Frutos imaturos verdes e maduros vináceos. Floresta antropizada-Mata Atlântica."
42141,"erva no subosque. Caule verde. Folhas verdes com face abaxial vinosa. Flores com cálice verde, corola com tubo, lacíneas lilases claras, nervuras mais escuras. Mata Atlântica."
42142,"arbusto até 50 cm, formando touceiras globosas, agregadas. Caule castanho. Folhas verdes, pegajosas. Flores alvas com anteras amarelas, pistilo alvo a amarelado. Frutos imaturos verdes. Em afloramento rochoso, na escarpa."
42143,liana ca. 5 m. Caule castanho. Folhas verdes discolores. Flores com cálice acastanhado e corola alva.
42144,"arbusto ca. 0,8 m. Flor com estames e pétalas brancas. Frutos verde e maduros arroxeados. Floresta antropizada-Mata Atlântica."
42145,arbusto ca. 3 m. Inflorescência rosada (Projeto MIchelin-M093).
42146,"árvore ca. 4 m. Folhas com face abaxial levemente discolores. Flores com pétalas e estames brancos. Drutos ""devez"" rosados e ao passar da maturação ficam azulados e posteriormente vináceos. Floresta antropizada-Mata Atlântica."
42147,Flores amarelas.
42148,liana. Caule e folhas verdes. Folhas discolores. Flores verdes claras. Látex leitoso.
42149,herbácea ca. 80 cm (Projeto Flora Melitófila).
42150,"arbusto ca. 2,5 m, heliófito. Flores com pétalas amareladas. Pedicelos e página inferior das folhas cobertos por indumentos ferrugíneos. Número tombo do GUA 24520. Capoeira."
42151,"arbórea ca. 4 m de altura. CAP 27 cm. Folhas e frutificações presentes. Frutos marrons. Dominada. Coleta n° 298, com fotos. Número de gtombo no GUA 49770. Solo argiloso de drenagem mediana. Meia encosta. Mata secundária Vegetação alterada."
42152,árvore mediana na floresta GUA: 34254.
42153,"erva geófita, sobre a matéria orgânica e solo depositados entre as rochas, locais abertos e expostos. Bulbos parcialmente enterrados. Folhas verdes. Flores com tépalas vermelhas nervadas de mais escuro do meio até o ápice, verdes da base ao meio. Abundante na área. Frutos verdes. Mata Atlântica. Floresta Ombrófila Densa Altomontana."
